DateTime,AddedIPs,RemovedIPs
1592924471,0,2
1592926334,1,1
1592928496,1,0
1592934249,0,1
1592936199,2,0
1592940013,2,0
1592941951,2,0
1592950583,0,3
1592962090,0,1
1592965230,1,1
1592969296,2,0
1592972199,1,0
1592976255,0,2
1592985131,1,1
1592987054,0,3
1593013211,0,2
1593015185,1,0
1593017053,1,0
1593018990,1,0
1593022836,1,2
1593024730,1,0
1593026650,0,2
1593028592,0,2
1593033645,1,0
1593035549,1,0
1593037454,1,0
1593043221,1,0
1593048998,1,1
1593050894,2,0
1593054757,0,1
1593056655,0,2
1593058574,2,0
1593060516,1,0
1593064360,1,0
1593066252,1,0
1593072980,0,1
1593074892,1,0
1593078728,2,0
1593080680,1,0
1593093139,1,0
1593101792,0,1
1593103793,1,1
1593105628,2,1
1593107533,1,0
1593109477,0,1
1593111375,1,1
1593113312,1,0
1593119062,0,1
1593122897,0,2
1593126751,1,0
1593128660,1,0
1593130571,0,1
1593134415,1,1
1593136329,1,1
1593138272,0,1
1593142090,1,0
1593144144,0,1
1593146174,0,1
1593148121,0,1
1593150016,0,1
1593151932,0,1
1593159634,0,1
1593165393,1,3
1593172093,1,0
1593179858,0,1
1593183954,2,0
1593187800,1,0
1593189755,1,1
1593191775,0,2
1593193717,0,1
1593195546,1,0
1593199467,0,2
1593213869,0,1
1593215770,0,1
1593219685,0,1
1593221542,0,1
1593223479,1,0
1593227295,0,1
1593229214,1,0
1593236916,1,0
1593238809,1,0
1593240728,2,0
1593242697,1,0
1593250331,0,1
1593258250,0,1
1593260203,1,0
1593264028,1,0
1593269776,0,1
1593271738,0,1
1593274593,0,1
1593276496,0,1
1593282253,0,1
1593298597,1,0
1593310110,0,1
1593312014,1,0
1593315869,0,1
1593321628,2,0
1593323530,1,1
1593325480,2,1
1593327369,0,2
1593329317,0,1
1593336010,1,0
1593346640,1,1
1593350458,0,1
1593352337,1,0
1593364133,1,0
1593366014,1,0
1593375612,1,0
1593381370,1,0
1593385302,0,1
1593398921,0,1
