DateTime,AddedIPs,RemovedIPs
1572213033,1,0
1572214542,2,0
1572214837,1,0
1572220836,1,0
1572222630,1,0
1572250833,0,3
1572269142,1,0
1572288031,1,0
1572288341,2,0
1572288943,1,0
1572289245,1,0
1572289842,1,0
1572290444,3,0
1572291634,1,0
1572292235,1,0
1572294639,1,0
1572295834,1,0
1572309328,1,0
1572355828,1,0
1572364533,2,0
1572364833,1,0
1572366635,1,0
1572366930,3,0
1572367234,1,0
1572367831,1,0
1572368430,1,0
1572368729,1,0
1572371137,1,0
1572372940,1,0
1572373529,1,0
1572379232,1,0
1572381631,1,0
1572419726,1,0
1572420630,1,0
1572421236,1,0
1572421534,1,0
1572422132,2,0
1572422436,1,0
1572423327,1,0
1572424833,1,0
1572425731,1,0
1572426630,1,0
1572451233,1,0
1572459028,1,0
1572459627,1,0
1572460231,1,0
1572460526,1,0
1572460829,1,0
1572461130,1,0
1572461724,1,0
1572462035,1,0
1572462930,1,0
1572465632,1,0
1572467130,1,0
1572576328,2,0
1572576622,2,0
1572577224,1,0
1572577822,4,0
1572578126,1,0
1572594625,1,0
1572768624,1,0
1572777926,1,0
1572806430,1,0
1572818427,1,0
1572963628,1,0
1573183822,1,0
1573184422,3,0
1573185024,1,0
1573185626,1,0
1573185923,1,0
1573187127,2,0
1573187427,1,0
1573188024,1,0
1573188624,3,0
1573188925,1,0
1573189228,1,0
1573194338,1,0
1573204224,1,0
1573300226,0,1
1573309829,0,1
1573526722,2,0
1573527023,1,0
1573527629,2,0
1573528225,1,0
1573528526,1,0
1573530328,1,0
1573544123,1,0
1573603230,2,0
1573603824,2,0
1573605027,2,0
1573606522,2,0
1573609222,1,0
1573610426,2,0
1573610724,1,0
1573611623,1,0
1573614323,1,0
1573619128,1,0
1573997427,1,0
1574384122,1,0
1574589928,1,0
1574673030,1,0
1575056725,1,0
1575309626,1,0
1575575428,0,1
1576171828,1,0
1576277723,1,0
1576281924,1,0
1576285821,1,0
1576287623,1,0
1576290022,2,0
1576291524,1,0
1576291825,2,0
1576299028,1,0
1576310124,1,0
1576490123,1,0
1576583127,1,0
1576604426,1,0
1576698627,1,0
1576892423,1,0
1576902623,1,0
1576970726,1,0
1576971926,1,0
1576973421,2,0
1576973724,1,0
1576995622,1,0
1577042423,1,0
1577043624,1,0
1577044227,1,0
1577045425,1,0
1577045727,1,0
1577046326,1,0
1577050824,1,0
1577088924,1,0
1577094024,1,0
1577094623,1,0
1577094923,1,0
1577097624,1,0
1577106031,1,0
1577107223,1,0
1577110822,1,0
1577115024,1,0
1577175623,2,0
1577176226,1,0
1577179824,2,0
1577220623,1,0
1577222424,1,0
1577223323,1,0
1577223926,1,0
1577224226,1,0
1577253921,1,0
1577255131,1,0
1577255423,1,0
1577256624,1,0
1577257225,1,0
1577260222,1,0
1577268324,1,0
1577276726,1,0
1577355324,1,0
1577356227,1,0
1577356823,1,0
1577357423,1,0
1577367323,1,0
1577377223,1,0
1577493926,1,0
1577497222,1,0
1577497525,1,0
1577498423,1,0
1577499622,1,0
1577499923,1,0
1577500522,2,0
1577503525,1,0
1577593825,1,0
1577664324,1,0
1577664924,1,0
1578008725,1,0
1578151825,0,1
1578152124,0,2
1578390024,1,0
1578502227,1,0
1578596722,1,0
1578851429,1,0
1578996627,1,0
1579319426,1,0
1579410621,1,0
1579533023,1,0
1579809925,1,0
1579967430,1,0
1580086522,1,0
1580247927,1,0
1580251528,1,0
1580701224,1,0
1580849130,1,0
1581144327,1,0
1581148226,1,0
1581202523,1,0
1581239727,1,0
1581259528,1,0
1581289526,1,0
1581294024,1,0
1581295823,1,0
1581301223,1,0
1581320423,1,0
1581335430,1,0
1581354027,0,1
1581354323,0,2
1581354625,0,3
1581354925,0,4
1581375023,1,0
1581381926,1,0
1581468023,1,0
1581587422,1,0
1581594326,1,0
1581598223,1,0
1581598521,1,0
1581619822,1,0
1581626726,1,0
1581633022,1,0
1581769525,1,0
1581782428,1,0
1581783624,1,0
1581855025,1,0
1582070428,0,1
1582134331,0,2
1582137928,1,0
1582204530,1,0
1582213225,1,0
1582236621,1,0
1582371929,1,0
1582434922,1,0
1582569625,1,0
1582599625,1,0
1582602022,1,0
1582683022,1,0
1582694725,1,0
1582802424,1,0
1584211825,0,1
1584442829,0,1
1584521723,0,1
1585882521,1,0
1585914324,1,0
1586243122,0,1
1586804121,1,0
1586898319,1,0
1588114220,1,0
1588241423,1,0
1588280719,0,2
1588281020,0,2
1588641018,1,0
1588668919,0,1
1588809021,1,0
1588855821,1,0
1588986918,1,0
1589043023,1,0
1589106323,1,0
1589168118,1,0
1589220322,1,0
1589248820,1,0
1589277019,1,0
1589291719,1,0
1589331021,1,0
1589362518,1,0
1589381426,1,0
1589406020,1,0
1589443520,1,0
1589469020,1,0
1589493319,1,0
1589529923,1,0
1589552120,1,0
1589568324,1,0
1589598019,1,0
1589622621,1,0
1589649320,1,0
1589676321,1,0
1589709622,1,0
1589732121,1,0
1589760619,1,0
1589798120,1,0
1589821520,1,0
1589844020,1,0
1589884223,1,0
1589889019,1,0
1589914521,1,0
1589937923,1,0
1589946919,1,0
1589974220,1,0
1589997020,1,0
1590018918,1,0
1590045320,0,1
1590050420,0,4
1590051623,1,0
1590079522,1,0
1590101718,1,0
1590143720,1,0
1590169221,1,0
1590190821,1,0
1590231020,1,0
1590253821,1,0
1590280519,1,0
1590303319,1,0
1590331523,1,0
1590356118,1,0
1590399622,1,0
1590423325,1,0
1590432623,1,0
1590449719,1,0
1590479719,1,0
1590503719,1,0
1590529820,1,0
1590570618,1,0
1590594325,1,0
1590604520,1,0
1590625519,1,0
1590662723,1,0
1590687024,1,0
1590706822,1,0
1590752121,1,0
1590775520,1,0
1590798620,1,0
1590831020,1,0
1590853522,1,0
