DateTime,AddedIPs,RemovedIPs
1592527819,3,0
1592529017,2,0
1592529918,1,0
1592530217,1,0
1592532018,1,0
1592532918,2,0
1592534718,1,0
1592535017,1,0
1592535316,1,0
1592536518,2,0
1592538319,2,0
1592538916,2,0
1592539218,1,0
1592539518,1,0
1592540719,1,0
1592541019,1,0
1592541317,1,0
1592541617,57,0
1592544017,1,0
1592549715,1,0
1592550319,1,0
1592554217,9,0
1592554517,0,1
1592555717,0,1
1592558720,5,2
1592559916,1,0
1592583016,9,0
1592596516,2,0
1592597118,1,0
1592598319,1,0
1592599521,1,0
1592600420,1,0
1592601616,2,0
1592603117,3,0
1592604020,2,0
1592604321,2,0
1592605218,1,0
1592606718,1,0
1592607018,2,0
1592607918,1,0
1592608217,1,0
1592610319,1,0
1592610616,1,0
1592611517,1,0
1592611816,13,0
1592612118,1,0
1592612416,1,0
1592612719,1,0
1592613317,2,0
1592613919,1,0
1592614218,1,0
1592614517,1,0
1592614819,2,0
1592616017,1,0
1592617216,2,0
1592618115,1,0
1592619018,1,0
1592619617,1,0
1592619916,1,0
1592620516,24,0
1592620817,1,0
1592622317,1,0
1592623518,1,0
1592623817,1,0
1592624417,4,0
1592624720,1,0
1592625916,1,1
1592626217,3,0
1592626818,1,0
1592627716,2,0
1592628616,1,0
1592629217,2,0
1592629818,2,0
1592630117,1,0
1592631018,1,0
1592632217,1,0
1592634020,1,1
1592634325,1,0
1592634618,1,0
1592634915,5,0
1592635519,1,0
1592635819,1,0
1592636117,1,0
1592636418,3,0
1592637017,3,0
1592637317,1,0
1592637918,1,0
1592640617,10,0
1592641219,1,0
1592641516,1,0
1592642117,2,0
1592643618,1,0
1592644218,2,0
1592644518,1,0
1592645118,1,0
1592646017,2,0
1592647219,3,0
1592648119,1,0
1592648417,1,0
1592648719,1,0
1592649618,1,0
1592649917,1,1
1592650516,1,0
1592650818,1,0
1592651117,1,0
1592651717,2,0
1592652617,2,0
1592653218,2,0
1592653518,2,0
1592654116,1,0
1592654420,2,0
1592654717,1,0
1592655618,1,0
1592657118,1,0
1592657418,1,0
1592657719,1,0
1592658320,1,0
1592659217,1,0
1592659517,1,0
1592660416,2,0
1592661317,1,0
1592662219,1,0
1592662518,2,0
1592662817,1,0
1592663418,59,0
1592663716,1,0
1592664017,2,0
1592664319,1,0
1592664616,1,0
1592664917,1,0
1592667917,2,0
1592668819,2,0
1592669417,5,0
1592671217,1,0
1592672116,1,0
1592672419,1,0
1592673917,3,0
1592674218,1,0
1592674816,1,1
1592675717,1,0
1592676616,1,0
1592676919,1,0
1592677518,4,0
1592678718,1,0
1592680216,1,0
1592680517,1,0
1592680819,1,0
1592681120,1,0
1592681419,1,0
1592681716,3,0
1592682916,1,0
1592683217,1,0
1592685316,1,0
1592686216,1,0
1592686517,1,0
1592688916,1,0
1592689217,1,0
1592689519,2,0
1592690117,1,0
1592690419,1,0
1592691017,2,0
1592691317,1,0
1592692516,1,0
1592692818,1,0
1592693118,1,0
1592693716,1,0
1592696417,1,0
1592697017,1,0
1592698218,7,0
1592698516,3,0
1592699118,1,0
1592699418,1,0
1592699717,3,0
1592700019,1,0
1592700319,2,0
1592701816,1,0
1592709317,1,0
1592713816,2,0
1592727016,8,0
1592727317,7,0
1592731217,0,1
1592732117,1,0
1592733619,1,0
1592733919,1,0
1592734217,2,0
1592735716,2,0
1592736018,2,0
1592736317,3,0
1592736617,2,0
1592736916,1,0
1592737216,1,0
1592737516,2,0
1592738116,3,0
1592738719,1,0
1592739019,1,0
1592739316,2,0
1592739918,1,0
1592740216,2,0
1592740818,1,0
1592741116,1,0
1592742319,2,0
1592742617,2,0
1592743216,1,0
1592743517,2,0
1592744116,3,0
1592745617,2,0
1592746217,1,0
1592746516,1,0
1592747118,1,0
1592748018,1,0
1592748317,2,0
1592748616,1,0
1592749519,1,0
1592750116,2,0
1592752516,1,0
1592753717,1,0
1592754319,1,0
1592755817,6,0
1592756416,1,0
1592756716,2,0
1592757618,1,0
1592757918,1,0
1592758217,1,0
1592759417,2,0
1592760617,1,0
1592761216,1,0
1592761818,1,0
1592762116,1,0
1592762717,2,1
1592763320,2,0
1592763618,2,0
1592763918,1,0
1592764217,1,0
1592765417,2,0
1592766320,3,0
1592766617,1,0
1592766917,1,0
1592767218,1,0
1592768116,1,0
1592769016,61,0
1592769619,2,0
1592769916,1,0
1592770218,2,0
1592772616,2,0
1592772918,1,0
1592773219,1,0
1592774117,1,0
1592775019,1,0
1592775920,2,0
1592776819,1,0
1592777118,1,0
1592778616,1,0
1592779217,1,0
1592784616,11,0
1592813417,8,0
1592814017,2,0
1592842216,11,0
1592843418,1,0
1592843716,1,0
1592869519,0,1
1592871318,8,0
1592886619,0,1
1592899818,8,0
1592902217,1,0
1592928617,8,0
1592940619,6,0
1592957718,9,0
1592969118,0,1
1592986217,7,0
1593015016,8,0
1593044119,11,0
1593048017,0,1
1593063017,1,0
1593063317,2,0
1593072619,6,0
1593101417,11,0
1593117017,1,0
1593130217,13,0
1593143416,10,0
1593150916,0,1
1593159017,17,0
1593172819,0,4
1593188117,16,0
1593210017,1,0
1593216617,14,0
1593218418,1,0
1593219017,0,1
1593245416,7,0
1593274216,11,0
1593281118,3,0
1593296118,1,0
1593303016,11,0
1593328817,5,0
1593331816,8,0
1593335417,0,1
1593335718,0,1
1593360617,6,0
1593389417,8,0
1593418217,15,0
1593422717,0,1
1593426017,5,0
1593447017,13,0
1593453919,2,0
1593454817,1,0
1593458120,0,1
1593466818,3,0
1593475818,14,0
1593489618,0,1
1593499819,1,0
1593504616,9,0
1593519618,2,0
1593533117,13,0
1593533416,21,0
1593533717,0,2
1593552017,3,0
1593562217,37,0
1593580817,0,1
1593582617,0,1
1593586516,3,0
1593586818,1,0
1593591019,40,0
1593612321,2,0
1593616517,0,1
1593619817,23,0
1593624917,0,1
1593648617,19,0
1593664218,0,1
1593671417,0,1
1593674720,6,0
1593675919,1,0
1593677417,15,0
1593692117,0,1
1593694818,1,0
1593699617,0,1
1593706217,13,0
1593713717,2,0
1593722419,1,0
1593725717,0,1
1593735018,15,0
1593763816,13,0
1593771017,0,1
1593774616,12,0
1593775817,4,0
1593781517,1,0
1593792617,6,0
1593795920,1,0
1593796218,0,1
1593797417,23,0
1593807617,0,1
1593818717,4,1
1593819019,2,0
1593819618,1,0
1593821418,17,0
1593825017,1,0
1593850217,9,0
1593879017,8,0
1593884719,1,0
1593900317,5,0
1593907818,8,0
1593909619,1,0
1593936616,9,0
1593956116,1,0
1593965417,8,0
1593973819,1,0
1593974116,1,0
1593981917,13,0
1593990317,1,0
1593994217,20,0
1594019718,1,0
1594022720,0,1
1594023016,13,0
1594026019,3,0
1594051816,9,0
1594056916,1,0
1594072218,0,1
1594080617,17,0
1594103717,1,0
1594106118,1,0
1594109418,19,0
1594114516,0,1
1594138216,11,0
1594167018,11,0
1594168819,0,1
1594170617,0,1
1594195818,11,0
1594197019,10,0
1594197317,1382,0
1594197619,1359,0
1594197920,1353,0
1594198218,1497,0
1594198517,13,0
1594209619,1,0
1594213518,0,1
1594224617,9,0
1594253418,12,0
1594282218,6,0
1594299919,1,0
1594309817,0,2
1594311017,9,0
1594320917,1,0
1594331117,1,0
1594340117,18,0
1594347017,0,2
1594368618,6,0
1594372519,4,0
1594382419,0,1
1594397419,12,0
1594426518,8,0
1594455017,5,0
1594466418,1,0
1594467019,4,0
1594467316,1,0
1594483219,0,2
1594483816,7,1
1594484718,0,2
1594508116,1,0
1594512618,7,0
1594538418,0,1
1594541417,8,0
1594548917,6,0
1594549217,4,0
1594567820,1,0
1594568117,1,0
1594569921,1,0
1594570217,7,1
1594578618,1,0
1594581919,0,1
1594599017,6,0
1594627818,7,0
1594629619,3,3
1594656617,9,0
1594661419,44,0
1594661717,5,0
1594670718,1,0
1594671920,1,0
1594685417,13,0
1594687218,0,1
1594714217,8,0
1594728018,1,0
1594730721,1,0
1594743018,15,0
1594744217,1,0
1594749618,2,0
1594755919,0,1
1594772117,7,0
1594788019,4,0
1594788320,3,0
1594800617,13,0
1594821021,5,0
1594821618,2,0
1594828516,1,0
1594829417,7,0
1594842621,1,0
1594858518,6,0
1594887017,8,0
1594915817,7,0
1594916718,0,1
1594921218,3,0
1594944617,18,0
1594971020,1,0
1594973717,13,0
1594994117,0,1
1595002217,16,0
1595031017,9,0
1595043918,4,0
1595047520,1,0
1595054117,1,0
1595059819,14,0
1595088617,5,0
1595112018,0,1
1595117418,12,0
1595117718,0,2
1595124019,0,1
1595146217,6,0
1595164217,5,0
1595172917,0,1
1595173218,0,14
