DateTime,AddedIPs,RemovedIPs
1592570417,0,1
1592572334,0,2
1592583852,0,1
1592592500,1,0
1592594429,0,1
1592598251,0,1
1592605950,0,2
1592609768,12,1
1592611738,11,0
1592613609,0,1
1592621313,1,0
1592627075,2,1
1592630889,0,3
1592652031,0,1
1592657768,1,0
1592679374,0,1
1592696898,1,12
1592698838,0,11
1592706513,0,1
1592714192,0,2
1592721852,1,0
1592743964,0,1
1592749710,1,0
1592756430,1,0
1592783314,0,1
1592802506,1,0
1592806595,2,0
1592808494,0,1
1592810444,1,0
1592812353,1,0
1592835634,0,1
1592843291,0,1
1592850043,1,0
1592851935,1,0
1592889611,1,1
1592891554,0,1
1592893755,0,1
1592898039,8,2
1592899936,9,0
1592907858,59,0
1592911694,2,0
1592928981,2,0
1592930924,1,0
1592936656,0,1
1592938572,1,1
1592961851,1,0
1592968593,1,0
1592972454,1,0
1592976254,0,1
1592983950,1,5
1592985868,0,11
1592987769,0,1
1592993780,0,27
1592995694,0,32
1592997627,0,2
1592999528,1,0
1593015154,0,1
1593017052,1,2
1593024728,0,1
1593044176,1,0
1593048007,0,1
1593053773,2,1
1593057688,0,1
1593065372,1,0
1593071078,0,1
1593084489,0,1
1593087372,1,0
1593095051,1,0
1593101790,2,0
1593103791,3,1
1593109475,1,0
1593118112,9,0
1593125771,1,0
1593128022,1,0
1593130812,1,1
1593132733,1,0
1593140511,0,2
1593150273,1,0
1593152174,0,1
1593157928,1,0
1593169733,1,0
1593171609,0,1
1593179321,1,0
1593181548,0,1
1593183417,1,0
1593187796,0,1
1593189658,0,4
1593194524,0,1
1593203067,0,3
1593204994,1,6
1593206891,2,0
1593211700,0,1
1593215535,0,1
1593217480,0,1
1593219372,0,1
1593236657,0,1
1593238574,3,0
1593244351,0,1
1593256808,0,1
1593260665,1,0
1593263774,2,0
1593265967,0,1
1593269773,0,1
1593290890,0,1
1593292837,0,2
1593294727,1,0
1593323529,0,3
1593329311,23,0
1593347609,1,1
1593349728,0,2
1593361231,1,0
1593380411,0,1
1593391927,1,0
1593414976,0,5
1593416918,6,18
1593432774,0,1
1593446558,1,0
1593448359,0,1
1593450256,1,0
1593479121,4,1
1593485077,2,0
1593486977,2,0
1593490823,1,0
1593502346,1,2
1593504289,0,4
1593506202,2,0
1593519613,2,0
1593523476,2,0
1593525375,1,0
1593533436,0,1
1593537370,0,1
1593553717,1,0
1593555744,3,0
1593566177,0,4
1593571932,0,4
1593577957,0,1
1593587547,0,1
1593593529,0,2
1593602218,1,0
1593606037,9,2
1593609854,0,2
1593611770,1,1
1593618528,1,0
1593628088,1,0
1593631211,11,0
1593635073,2,0
1593639859,1,1
1593641797,0,1
1593643692,14,2
1593651388,1,0
1593656189,1,0
1593662199,1,0
1593671801,13,0
1593685209,1,0
1593687157,0,1
1593692895,1,9
1593698693,0,1
1593704410,1,1
1593715932,0,12
1593721687,0,2
1593725527,0,1
1593729392,0,7
1593731302,0,7
1593735175,1,0
1593737048,0,1
1593740920,0,1
1593744733,1,0
1593748586,1,1
1593758168,0,13
1593760136,1,0
1593762015,2,0
1593767778,6,0
1593769698,8,0
1593771640,0,1
1593773608,27,0
1593779291,0,1
1593784097,1,0
1593789850,0,1
1593799578,3,0
1593807212,13,0
1593820573,1,0
1593822492,0,1
1593825401,1,0
1593829212,1,0
1593831157,0,1
1593834993,0,1
1593847486,0,2
1593849373,0,1
1593855375,0,14
1593859216,0,27
1593864981,4,0
1593870734,0,1
1593887533,0,3
1593893307,0,13
1593906734,0,1
1593912490,0,1
1593916332,0,1
1593918497,24,0
1593926174,1,0
1593928225,1,0
1593935768,1,0
1593951145,1,4
1593953079,3,0
1593954976,1,0
1593956893,2,0
1593958843,1,0
1593960731,2,0
1593964606,1,0
1593970357,11,0
1593972272,2,0
1593981880,1,0
1593998171,11,0
1594007773,1,0
1594012602,1,25
1594014497,0,1
1594016438,2,0
1594020251,2,0
1594022221,0,1
1594024086,5,0
1594026040,3,0
1594027966,9,0
1594033731,1,0
1594035614,2,0
1594037566,0,1
1594039452,0,3
1594041385,1,1
1594043322,0,2
1594045211,0,1
1594047135,0,2
1594050970,2,1
1594056997,0,13
1594068514,0,1
1594074281,1,0
1594078088,2,0
1594081007,2,0
1594082894,3,0
1594084810,2,11
1594086758,1,0
1594088677,1,0
1594090595,2,0
1594092488,0,1
1594098528,1,1
1594102330,1,1
1594104279,1,1
1594106172,0,2
1594108089,1,0
1594110075,0,5
1594111933,0,3
1594113849,0,7
1594115798,0,2
1594121533,0,2
1594123459,0,1
1594127375,0,1
1594134982,1,0
1594136894,0,2
1594140786,1,0
1594142659,2,0
1594149403,2,0
1594153765,1,0
1594156661,1,0
1594160437,0,1
1594162348,1,0
1594164272,0,2
1594166196,0,1
1594168130,0,2
1594171304,2,4
1594173482,0,2
1594175544,0,1
1594177716,1,1
1594179637,3,0
1594185370,0,1
1594189209,0,1
