DateTime,AddedIPs,RemovedIPs
1590833104,0,1
1590836703,0,1
1590843884,12,0
1590847487,4,0
1590851086,2,6
1590869085,3,0
1590876285,1,0
1590879887,0,2
1590890685,4,0
1590926702,2,5
1590937489,1,0
1590951888,1,0
1590955488,2,1
1590959089,1,0
1590966295,1,1
1590969895,1,1
1590995092,0,4
1591002294,2,0
1591009516,0,1
1591016692,0,56
1591020292,1,2
1591027492,1,0
1591052691,0,2
1591056294,0,1
1591077896,1,0
1591081501,0,1
1591085104,2,0
1591092345,2,0
1591095935,0,1
1591099504,2,0
1591103092,0,37
1591110293,1,0
1591117494,1,0
1591124692,1,0
1591131913,1,0
1591139095,1,0
1591142696,0,1
1591149894,1,0
1591153499,0,1
1591164297,1,0
1591175133,133,0
1591189496,0,13
1591196691,1,0
1591211096,1,0
1591214697,1,0
1591218296,1,0
1591221899,1,0
1591229102,1,0
1591236292,1,0
1591250703,3,0
1591265096,7,0
1591275898,0,13
1591279493,2,0
1591286700,1,0
1591290299,1,0
1591293895,2,0
1591340708,1,0
1591347934,0,4
1591355101,14,0
1591358695,0,6
1591362294,1,0
1591394700,2,0
1591427092,1,0
1591430691,1,0
1591437910,0,2
1591441496,8,1
1591445099,0,1
1591448698,0,12
1591455895,1,1
1591481097,3,0
1591506298,1,0
1591524308,8,0
1591538705,1,0
1591585510,1,1
1591614302,16,0
1591617913,1,0
1591643106,2,0
1591657503,1,0
1591675503,1,0
1591686310,1,0
1591697124,0,3
1591700702,12,0
1591715101,1,0
1591729504,1,0
1591783525,0,2
1591787104,3,0
1591794307,1,0
1591801514,1,0
1591819504,2,1
1591826727,1,0
1591869933,2,5
1591873510,4,30
1591891508,1,0
1591898711,1,0
1591902309,0,1
1591913108,1,0
1591916711,0,1
1591920308,1,0
1591923907,1,0
1591927506,1,0
1591931110,3,0
1591934723,1,0
1591938321,1,0
1591945510,1,1
1591959911,8,9
1591999510,1,0
1592003109,0,6
1592013921,1,0
1592028315,1,0
1592031910,1,0
1592046323,5,7
1592075113,1,0
1592078726,1,0
1592103914,1,0
1592111134,1,0
1592125536,0,1
1592129132,0,2
1592132712,7,2
1592157921,1,0
1592165113,1,0
1592179512,0,1
1592183111,1,0
1592197522,2,0
1592219122,12,10
1592222726,1,0
1592305525,13,10
1592319924,1,0
1592323524,2,0
1592334317,1,0
1592391913,7,6
1592399114,1,0
1592467522,1,0
1592478322,15,11
1592481921,1,0
1592510725,1,0
1592525123,1,0
1592539525,1,0
